Лемма	positive		negative		not positive	pos fraction		pos fraction without Moscow		mean pos percentage		mean neg percentage		pos neg ratio		percentage defect		rank defect	
сижка	1	1	7	7	4	12.50	12.50	20.00	20.00	0.00	0.00	0.03	0.00	0.19	0.00	0.81	0.00	1.00	1.00
Кырск	0	0	2	2	2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Черник	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
перетяг	0	0	4	4	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
араз	0	0	33	33	24	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.02	0.00	0.00	0.00	0.00	1.00	1.00
притёс	1	1	1	1	1	50.00	50.00	50.00	50.00	0.01	0.00	0.02	0.00	0.30	0.00	0.70	0.00	1.00	1.00
красовский	3	3	72	72	65	4.00	4.00	5.56	5.56	0.00	0.00	0.27	0.03	0.01	0.00	0.99	0.00	1.00	1.00
вартовский	0	0	2	2	2	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
сахалярка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бичёвка	7	7	19	19	9	26.92	26.92	29.17	29.17	0.02	0.00	0.34	1.23	0.07	0.00	0.94	0.00	0.88	1.00
Крас	1	1	32	32	18	3.03	3.03	3.85	3.85	0.01	0.00	0.08	0.00	0.11	0.00	0.89	0.00	1.00	1.00
ленпроект	1	1	2	2	2	33.33	33.33	33.33	33.33	0.01	0.00	0.11	0.00	0.13	0.00	0.87	0.00	1.00	1.00
харыпка	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	1.00	1.00
селючество	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
городушки	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
батониться	6	6	4	4	7	60.00	60.00	75.00	75.00	0.02	0.00	0.01	0.00	3.96	0.00	0.05	0.00	0.06	1.00
полублагоустроенный	3	3	0	0	3	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
опанелка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
прохилять	1	1	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
сворот	2	2	3	3	3	40.00	40.00	40.00	40.00	0.02	0.00	0.00	0.00	3.71	0.00	0.00	0.00	0.00	1.00
шкара	0	0	19	19	21	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	1.00	1.00
вимба	0	0	3	3	4	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	1.00	1.00
углярка	2	2	0	0	1	100.00	100.00	100.00	100.00	0.03	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
жамка	6	6	315	315	334	1.87	1.87	2.10	2.10	0.06	0.00	1.11	0.09	0.05	0.00	0.95	0.00	1.00	1.00
полоротство	1	1	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
буузная	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
богадул	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
пухто	0	0	4	4	10	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	1.00	1.00
отворотка	5	5	4	4	4	55.56	55.56	55.56	55.56	0.03	0.00	0.06	0.00	0.42	0.00	0.65	0.00	0.33	1.00
дрягаться	1	1	3	3	1	25.00	25.00	50.00	50.00	0.02	0.00	0.04	0.00	0.36	0.00	0.64	0.00	1.00	1.00
дюндель	4	4	3	3	2	57.14	57.14	57.14	57.14	0.00	0.00	0.02	0.00	0.04	0.00	0.96	0.00	1.00	1.00
грибовница	4	4	5	5	8	44.44	44.44	66.67	66.67	0.03	0.00	0.01	0.00	4.42	0.00	0.00	0.00	0.00	1.00
чухать	0	0	69	69	42	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.03	0.00	0.00	0.00	0.00	1.00	1.00
растыка	3	3	0	0	3	100.00	100.00	100.00	100.00	0.02	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
ранешный	1	1	1	1	0	50.00	50.00	50.00	50.00	0.00	0.00	0.01	0.00	0.09	0.00	0.91	0.00	1.00	1.00
курмыши	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
апушка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бендёга	0	0	4	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	1.00	1.00
грачевать	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
харып	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
калега	0	0	3	3	4	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
мантышница	0	0	15	15	5	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ремок	1	1	11	11	9	8.33	8.33	12.50	12.50	0.00	0.00	0.06	0.00	0.08	0.00	0.92	0.00	1.00	1.00
Симфик	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
верхонка	1	1	1	1	1	50.00	50.00	100.00	100.00	0.01	0.00	0.00	0.00	19.35	0.00	0.00	0.00	0.00	1.00
богатка	2	2	7	7	4	22.22	22.22	66.67	66.67	0.01	0.00	0.01	0.00	2.21	0.00	0.00	0.00	0.00	1.00
Долгопа	3	3	9	9	5	25.00	25.00	100.00	100.00	0.02	0.00	0.01	0.01	3.54	0.00	0.00	0.00	0.00	1.00
боровок	0	0	13	13	7	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.00	1.00
капшук	0	0	12	12	2	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
одяжка	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кушери	0	0	13	13	2	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.00	0.00	0.00	0.00	1.00	1.00
мульда	2	2	2	2	0	50.00	50.00	66.67	66.67	0.03	0.00	0.01	0.00	5.03	0.00	0.00	0.00	0.00	1.00
перебуробить	0	0	2	2	2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
богодул	3	3	2	2	0	60.00	60.00	100.00	100.00	0.08	0.00	0.00	0.00	109.18	0.00	0.00	0.00	0.00	1.00
Юганск	2	2	11	11	0	15.38	15.38	16.67	16.67	0.03	0.00	0.10	0.10	0.29	0.00	0.71	0.00	1.00	1.00
бурситет	2	2	1	1	0	66.67	66.67	66.67	66.67	0.00	0.00	0.00	0.00	0.16	0.00	0.84	0.00	1.00	1.00
блондиться	1	1	2	2	4	33.33	33.33	33.33	33.33	0.02	0.00	0.02	0.00	0.83	0.00	0.17	0.00	1.00	1.00
ульяновка	2	2	123	123	122	1.60	1.60	1.85	1.85	0.03	0.00	0.11	0.04	0.23	0.00	0.77	0.00	1.00	1.00
квач	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
люксовка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Кёник	4	4	4	4	5	50.00	50.00	57.14	57.14	0.07	0.00	0.02	0.00	3.90	0.00	0.00	0.00	0.00	1.00
головар	3	3	0	0	2	100.00	100.00	100.00	100.00	0.13	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
белоголовник	4	4	1	1	5	80.00	80.00	80.00	80.00	0.07	0.00	0.00	0.00	28.53	0.00	0.00	0.00	0.00	1.00
заодним	4	4	3	3	8	57.14	57.14	57.14	57.14	0.01	0.00	0.01	0.00	1.59	0.00	0.15	0.00	0.22	1.00
шарушки	0	0	3	3	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
рыпа	0	0	266	266	191	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.64	0.00	0.00	0.00	0.00	1.00	1.00
гороховица	2	2	0	0	2	100.00	100.00	100.00	100.00	0.04	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
карпалить	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
перекид	1	1	16	16	14	5.88	5.88	6.25	6.25	0.00	0.00	0.11	0.00	0.02	0.00	0.98	0.00	1.00	1.00
муляка	4	4	1	1	0	80.00	80.00	80.00	80.00	0.00	0.00	0.02	0.00	0.04	0.00	0.96	0.00	1.00	1.00
бичарня	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бздых	3	3	6	6	2	33.33	33.33	50.00	50.00	0.02	0.00	0.04	0.00	0.46	0.00	0.54	0.00	1.00	1.00
бодлон	0	0	4	4	8	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
полоротый	4	4	2	2	5	66.67	66.67	80.00	80.00	0.02	0.00	0.01	0.00	3.25	0.00	0.02	0.00	0.25	1.00
одоробла	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
однёрка	2	2	15	15	13	11.76	11.76	12.50	12.50	0.00	0.00	0.09	0.00	0.04	0.00	0.96	0.00	1.00	1.00
сморода	1	1	37	37	20	2.63	2.63	2.70	2.70	0.04	0.00	0.10	0.10	0.43	0.00	0.57	0.00	1.00	1.00
растягай	0	0	1	1	2	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
метельщица	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
однёшка	4	4	0	0	2	100.00	100.00	100.00	100.00	0.03	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
паровать	4	4	2	2	5	66.67	66.67	80.00	80.00	0.00	0.00	0.01	0.00	0.11	0.00	0.89	0.00	1.00	1.00
хобза	0	0	4	4	2	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	1.00	1.00
районский	2	2	2	2	4	50.00	50.00	66.67	66.67	0.15	0.00	0.01	0.00	16.53	0.00	0.00	0.00	0.00	1.00
улка	13	13	53	53	28	19.70	19.70	22.81	22.81	0.04	0.00	0.06	0.08	0.62	0.00	0.52	0.00	0.80	1.00
Левбердон	3	3	1	1	2	75.00	75.00	75.00	75.00	0.02	0.00	0.02	0.00	1.49	0.00	0.00	0.00	0.00	1.00
багадул	1	1	0	0	0	100.00	100.00	100.00	100.00	0.11	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
прометейка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
садинка	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
схилять	3	3	23	23	24	11.54	11.54	11.54	11.54	0.01	0.00	0.15	0.15	0.09	0.00	0.91	0.00	1.00	1.00
сотовик	0	0	6	6	4	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бутерик	1	1	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
Бирик	1	1	0	0	2	100.00	100.00	100.00	100.00	0.02	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
локер	0	0	23	23	29	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.01	0.00	0.00	0.00	0.00	1.00	1.00
курмыш	0	0	8	8	6	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	1.00	1.00
фазанка	5	5	2	2	6	71.43	71.43	71.43	71.43	0.18	0.00	0.01	0.00	18.56	0.00	0.05	0.00	0.12	1.00
мантоварка	3	3	13	13	8	18.75	18.75	13.33	13.33	0.00	0.00	0.08	0.00	0.04	0.00	0.96	0.00	1.00	1.00
полублаг	3	3	0	0	7	100.00	100.00	100.00	100.00	0.32	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
метельщик	0	0	2	2	4	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
мобиль	0	0	314	314	183	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.10	0.00	0.00	0.00	0.00	1.00	1.00
полторушка	2	2	1	1	4	66.67	66.67	100.00	100.00	0.00	0.00	0.00	0.00	0.54	0.00	0.46	0.00	1.00	1.00
кучмовоз	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
жердель	3	3	2	2	3	60.00	60.00	60.00	60.00	0.00	0.00	0.01	0.00	0.45	0.00	0.55	0.00	1.00	1.00
догоняшки	5	5	6	6	6	45.45	45.45	55.56	55.56	0.02	0.00	0.09	0.00	0.22	0.00	0.78	0.00	1.00	1.00
видовка	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
дикорос	5	5	83	83	43	5.68	5.68	6.02	6.02	0.03	0.00	0.22	0.28	0.13	0.00	0.87	0.00	1.00	1.00
матиться	2	2	5	5	1	28.57	28.57	28.57	28.57	0.02	0.00	0.02	0.00	1.64	0.00	0.00	0.00	0.00	1.00
дирик	0	0	28	28	31	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.02	0.00	0.00	0.00	0.00	1.00	1.00
открывачка	1	1	2	2	0	33.33	33.33	33.33	33.33	0.00	0.00	0.02	0.00	0.01	0.00	0.99	0.00	1.00	1.00
рыготать	1	1	1	1	3	50.00	50.00	100.00	100.00	0.01	0.00	0.00	0.00	8.58	0.00	0.00	0.00	0.00	1.00
Старочек	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
ранешний	3	3	10	10	4	23.08	23.08	27.27	27.27	0.00	0.00	0.05	0.00	0.06	0.00	0.94	0.00	1.00	1.00
залеп	0	0	1	1	2	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
крутка	0	0	252	252	141	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.17	0.00	0.00	0.00	0.00	1.00	1.00
заколенники	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
дняра	1	1	3	3	4	25.00	25.00	33.33	33.33	0.05	0.00	0.03	0.00	1.47	0.00	0.00	0.00	0.00	1.00
строгалка	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
юганский	2	2	6	6	4	25.00	25.00	33.33	33.33	0.03	0.00	0.04	0.00	0.66	0.00	0.34	0.00	1.00	1.00
домушка	2	2	3	3	5	40.00	40.00	0.00	0.00	0.00	0.00	0.01	0.00	0.10	0.00	0.90	0.00	1.00	1.00
микрик	9	9	14	14	13	39.13	39.13	40.91	40.91	0.08	0.00	0.03	0.00	2.37	0.00	0.14	0.00	0.19	1.00
перваш	4	4	7	7	2	36.36	36.36	40.00	40.00	0.01	0.00	0.02	0.00	0.46	0.00	0.54	0.00	1.00	1.00
кунять	2	2	7	7	3	22.22	22.22	28.57	28.57	0.00	0.00	0.03	0.00	0.02	0.00	0.98	0.00	1.00	1.00
блондать	0	0	2	2	2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
таксичка	1	1	1	1	1	50.00	50.00	50.00	50.00	0.03	0.00	0.05	0.00	0.52	0.00	0.48	0.00	1.00	1.00
кугутский	1	1	1	1	0	50.00	50.00	50.00	50.00	0.01	0.00	0.02	0.00	0.34	0.00	0.66	0.00	1.00	1.00
чебурята	2	2	1	1	2	66.67	66.67	66.67	66.67	0.08	0.00	0.01	0.00	11.37	0.00	0.00	0.00	0.00	1.00
чойс	0	0	13	13	15	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бичевоз	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
вязочка	3	3	11	11	4	21.43	21.43	25.00	25.00	0.03	0.00	0.09	0.00	0.36	0.00	0.66	0.00	0.78	1.00
аргиш	0	0	2	2	6	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
трущобник	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кралька	3	3	2	2	3	60.00	60.00	100.00	100.00	0.01	0.00	0.00	0.00	10.26	0.00	0.00	0.00	0.00	1.00
копач	1	1	71	71	53	1.39	1.39	1.64	1.64	0.01	0.00	0.11	0.01	0.06	0.00	0.94	0.00	1.00	1.00
мультифор	0	0	27	27	5	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.01	0.00	0.00	0.00	0.00	1.00	1.00
хабарь	1	1	50	50	20	1.96	1.96	2.00	2.00	0.01	0.00	0.15	0.01	0.04	0.00	0.96	0.00	1.00	1.00
помогайка	0	0	4	4	11	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бздышка	1	1	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
шкрек	1	1	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
кастрюлить	2	2	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
толчёнка	4	4	11	11	13	26.67	26.67	30.77	30.77	0.02	0.00	0.05	0.00	0.44	0.00	0.62	0.00	0.78	1.00
Ахтари	3	3	4	4	4	42.86	42.86	42.86	42.86	0.02	0.00	0.03	0.00	0.71	0.00	0.29	0.00	1.00	1.00
ераз	0	0	11	11	7	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	1.00	1.00
домашники	0	0	12	12	14	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.02	0.00	0.00	0.00	0.00	1.00	1.00
таксофирма	4	4	1	1	2	80.00	80.00	80.00	80.00	0.00	0.00	0.01	0.00	0.10	0.00	0.90	0.00	1.00	1.00
бегушка	2	2	2	2	2	50.00	50.00	66.67	66.67	0.02	0.00	0.00	0.00	9.51	0.00	0.00	0.00	0.00	1.00
вилюшка	0	0	4	4	1	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
